PO,Debit Amount,Count
PO22543,3009.6,1
PO22544,25159.2,1
PO22545,60757.571,1
PO22546,147,1
PO22548,20933.35,1
PO22549,80146.8,1
PO2255,5600,1
PO22550,11164.08,1
PO22551,14899.372,1
PO22552,327985.08,1
PO22554,30516.607,1
PO22555,25333.83,1
PO22556,53825.899,1
PO22557,481401.76,1
PO22558,13444.5,1
PO22559,523161.6,1
PO2256,1575,1
PO22560,57495.2,1
PO22561,2622.843,1
PO22562,86363,1
PO22563,18716.6,1
PO22564,6614,1
PO22565,6232.548,1
PO22567,2373.07,1
PO22569,11439183.66,1
PO2257,5287.5,1
PO22572,114197.1,1
PO22574,19020,1
PO22576,21974.4,1
PO22577,32000,1
PO2258,1150,1
PO22580,34121.882,1
PO22581,51547.5,1
PO22582,50844,1
PO22584,193293,1
PO22585,58058,1
PO22588,26800,1
PO2259,2992.5,1
PO22590,250850,1
PO22592,2976,1
PO22594,1393596.8,1
PO2260,5750,1
PO2261,3750,1
PO2262,172872,1
PO2263,1504.8,1
PO2264,910,1
PO2265,3940,1
PO2266,8400,1
PO2267,675,1
PO2268,1875,1
PO227,457286.4,1
PO2271,5663.2,1
PO2273,7520,1
PO2274,14693.715,1
PO2275,24378.75,1
PO2277,11539.41,1
PO2278,84815.84,1
PO228,11631.528,1
PO2281,709.17,1
PO2282,168257.84,1
PO2283,193714.7,1
PO229,7774.508,1
PO230,3025,1
PO23083,2550,1
PO23084,47629.949,1
PO23085,3349.8,1
PO23086,22442.147,1
PO23087,390106.8,1
PO23088,50033.16,1
PO23089,720921.277,1
PO23090,8986.6,1
PO23091,3166.478,1
PO23092,59398,1
PO23093,2051.28,1
PO23094,15238.08,1
PO23095,302560.59,1
PO23096,59593.96,1
PO23097,6344.43,1
PO23098,8609.63,1
PO23099,23110.08,1
PO231,71897.8,1
PO23102,138.24,1
PO23103,8556.583,1
PO23104,1746.247,1
PO23105,38600,1
PO23106,6709.5,1
PO23107,14730,1
PO23108,6947.2,1
PO23109,2436,1
PO23110,258927,1
PO23111,37359.6,1
PO23112,37802,1
PO23114,197121.6,1
PO23115,1164,1
PO23116,28778.6,1
PO23117,48730.239,1
PO23118,361830.9,1
PO23119,29607.2,1
PO23120,71450.4,1
PO23121,48232.8,1
PO23122,468,1
PO23123,31023,1
PO23124,54948.758,1
PO23125,110100,1
PO23126,5546,1
PO23127,476.758,1
PO23128,97623.2,1
PO23129,413676.8,1
PO23130,25730.4,1
PO23131,187.933,1
PO23132,37528.5,1
PO23133,12600,1
PO23135,2341.56,1
PO23136,859.731,1
PO23137,219097.68,1
PO23138,9885.6,1
PO23139,22011.329,1
PO23140,50363,1
PO23141,27884.094,1
PO23142,38139.937,1
PO23143,37872,1
PO23144,45938,1
PO23145,9172.48,1
PO23146,9889.97,1
PO23147,39543.5,1
PO23148,119642.4,1
PO23149,679.714,1
PO23151,198549.12,1
PO23152,2060,1
PO23153,2978.611,1
PO23154,12056.695,1
PO23155,2011.19,1
PO23156,35922.562,1
PO23158,49849.693,1
PO23159,34532.846,1
PO23161,14590,1
PO23165,165125.53,1
PO23167,25849.35,1
PO23169,1733.452,1
PO23170,1845,1
PO23172,13503,1
PO23175,269964.62,1
PO23183,128539.64,1
PO23184,804,1
PO23185,71762.88,1
PO23189,70369.5,1
PO23196,68967.36,1
PO232,49846,1
PO23204,23882.1,1
PO23210,2843.5,1
PO23211,81675.05,1
PO23212,89275.4,1
PO23214,334737.01,1
PO23215,4922,1
PO23216,23023.5,1
PO23217,211300,1
PO23218,50290,1
PO23220,210116.76,1
PO23221,14739.855,1
PO23222,143156.28,1
PO23223,258675,1
PO23224,43554,1
PO23225,409453.82,1
PO23226,1446,1
PO23227,2576,1
PO23228,14853.02,1
PO23229,15267.806,1
PO23245,198451.2,1
PO23246,10839.296,1
PO23247,487.624,1
PO23257,10697.04,1
PO23259,7623.85,1
PO23260,53041.986,1
PO23262,1198720,1
PO23265,1093360,1
PO23268,89869.3,1
PO23269,43890,1
PO23270,46523.4,1
PO23271,21945,1
PO23272,245340,1
PO23273,65891,1
PO23275,123460,1
PO23276,16498,1
PO23279,229606,1
PO23294,94560,1
PO23295,182566.92,1
PO233,10393.878,1
PO23309,2272.406,1
PO23310,404,1
PO23311,3750,1
PO23312,2553.341,1
PO23313,2310,1
PO23314,22806,1
PO23315,228.895,1
PO23316,34355,1
PO23317,33613.6,1
PO23318,7716.6,1
PO23319,552,1
PO23320,2722302.3,1
PO2333,6450,1
PO23336,26461.2,1
PO23337,117462.3,1
PO23338,968.092,1
PO23339,6148,1
PO23340,36016.84,1
PO23341,58719.373,1
PO23343,32186.64,1
PO23344,23923.68,1
PO23345,31239,1
PO23346,1329,1
PO23347,2335.499,1
PO23348,623781,1
PO23349,341199.65,1
PO23350,359729.6,1
PO23352,1357.176,1
PO23353,175564.99,1
PO23356,4950,1
PO23358,75060,1
PO23359,19614.15,1
PO23360,28550.589,1
PO23364,9609.6,1
PO23365,981.211,1
PO23366,371272,1
PO23368,168949.59,1
PO23379,235908,1
PO23380,114410,1
PO23381,16539.572,1
PO23382,7118.604,1
PO23383,7140,1
PO23384,315681.21,1
PO23386,189900,1
PO23390,77999.22,1
PO23392,36134,1
PO23393,43694.605,1
PO23394,49190.56,1
PO23395,60948.989,1
PO23396,77957.627,1
PO23397,158606.26,1
PO234,14040,1
PO23401,12549.124,1
PO23403,29415.634,1
PO23405,1504.8,1
PO23406,215.128,1
PO23407,7280,1
PO2372,3164.499,1
PO23775,5414.315,1
PO23776,3032.016,1
PO23777,1794.191,1
PO23778,11540.705,1
PO23782,29200,1
PO23789,2112.678,1
PO23792,33581.358,1
PO23801,90436.5,1
PO23802,105850,1
PO23819,34524,1
PO23820,2079,1
PO23821,1153.062,1
PO23822,1365.104,1
PO23823,6732,1
PO2383,106991.32,1
PO23837,483067.8,1
PO23838,217499,1
PO23839,125286.615,1
PO2384,45838.8,1
PO23841,6307,1
PO23842,8560.368,1
PO23844,615.18,1
PO23846,62720,1
PO23848,1229580,1
PO2385,3105,1
PO23855,4800,1
PO23856,292628,1
PO2386,101004.983,1
PO2390,20428.2,1
PO2391,2446.2,1
PO2392,17004.545,1
PO2393,56064,1
PO2394,13132.8,1
PO2395,3643.435,1
PO2396,4782.4,1
PO2397,7598.511,1
PO2398,10740,1
PO2399,330848,1
PO240,11391.48,1
PO2400,2175.16,1
PO2405,26013.12,1
PO2406,22572,1
PO2407,35323.2,1
PO241,45312.485,1
PO2416,1734.48,1
PO2417,159837.5,1
PO2418,8397.552,1
PO2419,470.834,1
PO242,1838.652,1
PO2420,2973.6,1
PO2421,60673.2,1
PO2422,7586.8,1
PO2423,13045.237,1
PO2425,20758.24,1
PO2427,132829.14,1
PO243,3577.928,1
PO24310,982247.08,1
PO24311,87993.05,1
PO24312,678658.28,1
PO24314,11401.1,1
PO24315,117599.46,1
PO24318,25280,1
PO24319,24640.695,1
PO24320,2432,1
PO24321,76105.646,1
PO24322,153931,1
PO24325,3498.593,1
PO24341,509376,1
PO24360,36540,1
PO24361,676.83,1
PO24362,15965.755,1
PO24363,84.763,1
PO24364,12126.608,1
PO24365,70026.802,1
PO24367,60765.013,1
PO24370,36975,1
PO24371,97534.2,1
PO24377,92575,1
PO24379,38584,1
PO24382,18997.56,1
PO24408,9370.79,1
PO24409,6644.16,1
PO24410,21666.4,1
PO24445,11217.6,1
PO24485,476098.46,1
PO24486,362935.8,1
PO24487,18656,1
PO24492,127116,1
PO24493,127116,1
PO24497,147000,1
PO24498,183750,1
PO246,34454.706,1
PO2468,16131.035,1
PO2469,24986.99,1
PO2471,153600,1
PO248,7340,1
PO2487,1107.78,1
PO2488,660,1
PO249,2387.75,1
PO24905,15276,1
PO24908,10833.098,1
PO24910,11896.93,1
PO24915,777661.5,1
PO24916,1055793.31,1
PO24921,24738,1
PO24922,17593.149,1
PO24923,17765.623,1
PO24929,19656.45,1
PO24930,36275.88,1
PO24931,44607.192,1
PO24933,26707.12,1
PO24934,3561.6,1
PO24935,41510.71,1
PO24937,106336.08,1
PO24943,61797.12,1
PO24944,63915.36,1
PO24945,178800,1
PO24946,40774.5,1
PO24947,41652,1
PO24951,0,1
PO24953,264578.5,1
PO24955,49911,1
PO24979,1828,1
PO24981,5162.9,1
PO24987,39533.76,1
PO24988,7538.72,1
PO24989,48437.76,1
PO24990,16561.44,1
PO24991,46953.76,1
PO24992,19009.68,1
PO24993,4490.96,1
PO24994,28975.92,1
PO24995,9873.96,1
PO24996,28083.88,1
PO24997,45647.84,1
PO24998,65177.28,1
PO24999,65177.28,1
PO250,28832.32,1
PO25000,20086.28,1
PO25001,20086.28,1
PO25002,13934.28,1
PO25004,10089.36,1
PO25007,50720,1
PO25008,8505.104,1
PO25009,5057.082,1
PO25013,27300,1
PO25014,19500,1
PO25015,39000,1
PO25016,50700,1
PO25017,96000,1
PO25018,48000,1
PO25019,28800,1
PO25020,215000,1
PO25021,129000,1
PO25022,86000,1
PO25023,46000,1
PO25024,46000,1
PO25025,51000,1
PO25026,31724,1
PO25027,3328,1
PO25028,19500,1
PO25029,64500,1
PO25030,40200,1
PO25031,46020,1
PO25032,40200,1
PO25033,18750,1
PO25034,153000,1
PO25035,68000,1
PO25036,85000,1
PO25037,39000,1
PO25038,6400,1
PO25039,8400,1
PO25040,8400,1
PO25041,30000,1
PO25043,36658.2,1
PO25047,499155.3,1
PO25048,274599.36,1
PO25049,352083.72,1
PO25056,6984,1
PO252,41700,1
PO253,49994,1
PO2538,2180,1
PO254,20162,1
PO25458,205459.2,1
PO25459,23869.44,1
PO25460,498740,1
PO25461,6810,1
PO25462,78317.75,1
PO25466,293360.6,1
PO25470,30096,1
PO25482,39648.75,1
PO25483,57781.285,1
PO25484,19426.238,1
PO25485,4538712.42,1
PO25486,2970031.02,1
PO25487,261702.5,1
PO25488,203385.6,1
PO25489,15596.5,1
PO255,249570.65,1
PO25506,283.772,1
PO25509,58767.64,1
PO25516,13312,1
PO25517,46760.96,1
PO25518,176596.4,1
PO25519,74492.8,1
PO25520,21926.4,1
PO25522,250546.846,1
PO25523,19500,1
PO25524,5688,1
PO25527,63740.75,1
PO25528,2524.64,1
PO2553,18527.5,1
PO25532,11130.113,1
PO25533,18702.237,1
PO25535,20601.105,1
PO25536,3067.116,1
PO25537,101128.018,1
PO25538,39290,1
PO25539,68756.417,1
PO2554,2300,1
PO25540,41312.862,1
PO25545,53781,1
PO25546,864796.92,1
PO25548,1900,1
PO25549,61880,1
PO2555,18846.569,1
PO2556,112050,1
PO25561,12201.8,1
PO25562,8616.26,1
PO25568,20748,1
PO2557,53.16,1
PO25578,2755.2,1
PO2558,11250,1
PO25581,14580,1
PO25582,6804,1
PO25584,13382.54,1
PO256,6360,1
PO2566,7907.4,1
PO2567,22716,1
PO2568,18172.8,1
PO257,981.97,1
PO2571,29320,1
PO258,5501.25,1
PO2589,521537.25,1
PO2594,269539.7,1
PO2596,44170.2,1
PO2597,37641,1
PO2598,12860,1
PO2599,38080,1
PO260,78000,1
PO2600,80250.88,1
PO26001,10140.8,1
PO26002,133335.461,1
PO26005,357719.41,1
PO26006,8167.42,1
PO26008,1273.002,1
PO2602,21.76,1
PO26027,36269.75,1
PO2603,3449.6,1
PO2604,345.68,1
PO26047,147466.8,1
PO26048,947436.78,1
PO2605,55,1
PO26057,20649.2,1
PO26058,3500,1
PO26059,104220,1
PO26064,3584,1
PO26068,4991,1
PO26075,237413.94,1
PO26078,25626.58,1
PO26079,15624,1
PO26084,3414.877,1
PO2616,7347.45,1
PO2622,15600,1
PO2623,15600,1
PO2627,5896.8,1
PO263,28296.4,1
PO264,26572,1
PO2643,67276.75,1
PO2644,1710,1
PO2645,26631.75,1
PO2646,14629.43,1
PO26497,1250931,1
PO26498,62493,1
PO26499,84294.379,1
PO265,130672.8,1
PO2650,4986,1
PO26501,118873.33,1
PO26502,14404.752,1
PO26503,17691.503,1
PO26504,18955.851,1
PO26505,20045.52,1
PO26506,24823.26,1
PO2651,8250,1
PO2652,4901.82,1
PO26523,33750,1
PO26534,2648.8,1
PO2654,27120,1
PO26547,137174.4,1
PO2655,42520,1
PO2656,29570,1
PO26561,15456,1
PO26566,237612.68,1
PO26571,52686.458,1
PO26572,13080.548,1
PO26631,4079869,1
PO26632,398609.2,1
PO26633,13621.86,1
PO26634,321432,1
PO2665,1930500,1
PO26666,177071.93,1
PO26668,9315.595,1
PO26669,129319.557,1
PO26671,143881.92,1
PO26672,69147,1
PO26673,10740,1
PO26678,19982.4,1
PO26696,266255,1
PO26697,9336.176,1
PO26698,21326.974,1
PO26700,128494,1
PO26701,9141,1
PO26702,14572.09,1
PO26708,144601.68,1
PO27029,14112,1
PO27031,4620,1
PO27055,26020.26,1
PO27069,148226.6,1
PO271,56620,1
PO2714,24401,1
PO2719,86950,1
PO2721,218270,1
PO2734,69447.04,1
PO2735,15337.981,1
PO2736,61236.48,1
PO2737,17240,1
PO2739,4207.5,1
PO274,786144.51,1
PO2740,1850,1
PO2742,204230.45,1
PO2743,58937.152,1
PO2744,700221.13,1
PO2745,20025,1
PO2746,186556.96,1
PO2747,476892.92,1
PO27472,5101.76,1
PO27473,13809.6,1
PO27474,128617.08,1
PO27475,50410.093,1
PO27479,191186.05,1
PO2748,47458.5,1
PO27482,71303.447,1
PO27484,158270.083,1
PO27487,8318.64,1
PO2749,760340,1
PO2750,1920,1
PO2751,828960,1
PO27512,20060.64,1
PO27514,13622.602,1
PO27518,66523.2,1
PO27520,56227.877,1
PO27521,42859,1
PO27523,15028.78,1
PO27528,750,1
PO2753,8870.4,1
PO27531,12030,1
PO27536,36072.24,1
PO27537,10538.19,1
PO27538,17953.564,1
PO27539,26359.447,1
PO2754,446217.52,1
PO2755,60200,1
PO27568,108150,1
PO2757,171016.01,1
PO27574,51088.39,1
PO27576,7290,1
PO27588,4561.17,1
PO2759,246558,1
PO27592,101713.96,1
PO276,686,1
PO2760,19670,1
PO2761,709302.9,1
PO27610,1660425.6,1
PO27611,23128.28,1
PO27613,19158,1
PO27614,24172.5,1
PO27616,45338.5,1
PO27617,113280,1
PO27618,2712.882,1
PO27619,882,1
PO2762,3140.751,1
PO27622,2113.412,1
PO27623,54180,1
PO27624,23580,1
PO27626,2390150.4,1
PO27627,29251.2,1
PO27628,288339.3,1
PO27629,920,1
PO27630,780665.59,1
PO27631,83391.24,1
PO27632,97558.91,1
PO27633,31287.72,1
PO27634,117280,1
PO27635,7071.145,1
PO27636,38766.504,1
PO2764,298887.524,1
PO27643,1500,1
PO27645,7092,1
PO27646,13624.74,1
PO27647,16403.059,1
PO27648,45998.8,1
PO27649,7814.325,1
PO27650,142964,1
PO27651,3776.218,1
PO27652,34612.5,1
PO27653,37795.25,1
PO27657,311503.25,1
PO27658,18381.6,1
PO2766,413828.79,1
PO2767,93397.508,1
PO2768,1883395.56,1
PO2769,160085.44,1
PO277,26721.571,1
PO2770,1978358,1
PO2771,23801.6,1
PO2772,285427.33,1
PO2773,9660,1
PO2774,15992,1
PO2775,114995.297,1
PO2776,186009.2,1
PO2777,22500,1
PO2778,841775.77,1
PO2779,311552.03,1
PO278,18028.2,1
PO2780,64874.6,1
PO2782,109346.2,1
PO2783,47235,1
PO2785,51220,1
PO2786,8040,1
PO2787,1379137.5,1
PO2788,36081,1
PO2789,28411.185,1
PO279,19596,1
PO2790,24460.8,1
PO2792,5005,1
PO2794,4173.12,1
PO2795,172415.2,1
PO2796,45021.2,1
PO2797,689694.6,1
PO2798,1010311.72,1
PO2799,528514.2,1
PO2801,2555.4,1
PO2802,260212.38,1
PO2803,31996.8,1
PO2804,6880,1
PO2805,15897.6,1
PO2806,131124,1
PO2807,3933,1
PO2808,49410,1
PO2809,26801.1,1
PO281,74392,1
PO2811,66528,1
PO2813,6842,1
PO2814,1436136.476,1
PO2816,25500,1
PO2817,20006.153,1
PO2818,50140.44,1
PO2819,116112,1
PO282,14400,1
PO2820,12880,1
PO2822,50347.499,1
PO2823,90929.207,1
PO2824,18557.04,1
PO2825,436162,1
PO2826,72046.5,1
PO2827,37447.852,1
PO2828,6225.415,1
PO283,16711.997,1
PO2830,26400,1
PO2831,67787.877,1
PO2832,41889.2,1
PO2833,12646.2,1
PO28342,10551.64,1
PO28343,4946.04,1
PO28345,222870,1
PO28346,38110.401,1
PO28347,10071.08,1
PO28348,6672.963,1
PO28349,36147,1
PO28350,15118.782,1
PO28352,4163.596,1
PO28353,5596,1
PO2836,1115057.35,1
PO28369,120139.2,1
PO2837,265063.5,1
PO28376,4431.374,1
PO28377,16601.6,1
PO28378,773.264,1
PO28379,9241.6,1
PO28380,1370,1
PO28383,10567.2,1
PO28384,42315.84,1
PO28385,10080,1
PO28386,8500,1
PO28387,6517.8,1
PO28389,324342.24,1
PO28390,10050,1
PO28394,4681.888,1
PO28395,7878.935,1
PO28396,1610.4,1
PO28397,2830,1
PO28399,9617.341,1
PO2840,32180.708,1
PO28401,5049.825,1
PO28403,6981.35,1
PO28408,9969.557,1
PO28410,0,1
PO2842,276790.89,1
PO2844,34192.8,1
PO28453,18116.06,1
PO28454,24242.4,1
PO28455,3611.52,1
PO28456,27279.68,1
PO28457,249730.8,1
PO28458,28200,1
PO2846,100791.734,1
PO28462,19474.381,1
PO28464,44785.205,1
PO28465,5400,1
PO28469,74787,1
PO28470,36136.22,1
PO28473,245642.61,1
PO28474,168346.08,1
PO28475,65776.77,1
PO28476,52898.94,1
PO28477,8127,1
PO28478,2060.8,1
PO28479,7635,1
PO2848,64149.18,1
PO28480,18238.833,1
PO28481,732,1
PO28482,3053,1
PO28483,438.7,1
PO28484,613.821,1
PO28487,60680,1
PO28490,7912.604,1
PO28498,12760,1
PO285,41134.675,1
PO28516,397680,1
PO28533,1410336,1
PO28535,145585,1
PO28538,213972.8,1
PO28539,14907.12,1
PO2854,92547.362,1
PO28540,10080,1
PO28541,17240,1
PO28542,26500,1
PO28543,21085,1
PO28544,3271.216,1
PO28547,1750,1
PO28549,300106.12,1
PO2855,421926.48,1
PO28553,559434.9,1
PO28554,201090.6,1
PO28556,24010,1
PO28557,14790,1
PO2856,2160,1
PO28560,9659,1
PO28562,389602.6,1
PO28563,23558.4,1
PO28564,4283927.9,1
PO28565,110876.88,1
PO28566,4015.8,1
PO28567,38060,1
PO28568,6820.792,1
PO28569,435,1
PO28570,1943.04,1
PO28571,6094.32,1
PO28572,16901,1
PO28573,370916.84,1
PO28574,28037.6,1
PO28575,81478.573,1
PO28579,20618.469,1
PO2858,1474000,1
PO28580,10968.493,1
PO28581,5112.407,1
PO28582,14886,1
PO28583,3598.54,1
PO28587,234498.7,1
PO28590,23892,1
PO28591,13410,1
PO28593,488855.377,1
PO28594,99104.061,1
PO28595,10057.06,1
PO286,43053,1
PO28602,10668,1
PO28604,5994.04,1
PO28607,94779.32,1
PO28608,703.73,1
PO28609,239406.46,1
PO28611,33171.6,1
PO28612,8603.5,1
PO28617,5447.468,1
PO28620,842000,1
PO28623,42151.81,1
PO28629,283143.5,1
PO2863,1259.158,1
PO28633,26821.979,1
PO28639,11577.6,1
PO28640,71108.333,1
PO28641,9630,1
PO28642,113000,1
PO28643,196089.48,1
PO28644,25766.32,1
PO28645,268337.82,1
PO28646,43845.96,1
PO28647,131193.23,1
PO28648,62063.366,1
PO28649,673.2,1
PO2865,396523.507,1
PO28650,5682.35,1
PO28652,270827.011,1
PO28656,26150,1
PO28657,63788.48,1
PO28658,40057.08,1
PO2866,37295.765,1
PO28669,27021.2,1
PO287,10507.5,1
PO2870,10916.191,1
PO2871,7284.543,1
PO2874,84745.921,1
PO2875,76152,1
PO2876,35043.721,1
PO2877,49702.897,1
PO2878,217242.114,1
PO2879,27191.994,1
PO288,6912,1
PO2880,151120.01,1
PO2881,14208.954,1
PO2883,13668.443,1
PO2884,26632.951,1
PO2885,28764,1
PO2886,72295.56,1
PO2888,10886.4,1
PO289,25674.72,1
PO2891,28916.88,1
PO2892,13810,1
PO2893,6840,1
PO2894,18000,1
PO2895,56000,1
PO28957,20681.28,1
PO28959,536632.67,1
PO2896,196113.963,1
PO28963,130535.46,1
PO28965,45872.16,1
PO28966,10945.146,1
PO28967,5792.031,1
PO28969,46847.674,1
PO28971,114021.12,1
PO28972,225,1
PO28974,1836,1
PO28975,35642.34,1
PO28988,9374.4,1
PO28989,29232,1
PO2899,11771.268,1
PO28990,2797.2,1
PO290,6422.4,1
PO29001,55084.84,1
PO29002,9833.16,1
PO29003,8163.268,1
PO29004,22344,1
PO29005,12237.504,1
PO29006,22549.876,1
PO29007,13465.877,1
PO29008,2353.667,1
PO2901,21586.188,1
PO29017,1198.886,1
PO29018,3971.346,1
PO29019,38544,1
PO2902,7872,1
PO29020,20318.7,1
PO29021,14318,1
PO29023,12139.92,1
PO29024,365.76,1
PO29025,160896.959,1
PO29026,121597.7,1
PO29027,18955.002,1
PO29028,20002.5,1
PO2903,13412.128,1
PO29030,18095.236,1
PO29032,11094.629,1
PO29034,11668,1
PO29035,1209.36,1
PO29036,88687.081,1
PO29037,3009,1
PO29039,1209.6,1
PO2904,140723.598,1
PO29040,316205.62,1
PO29048,89039.85,1
PO29049,12782.3,1
PO2905,60853.21,1
PO29062,264600,1
PO29063,3814.767,1
PO29074,24553.2,1
PO29080,9653.451,1
PO29082,740,1
PO29083,1620.78,1
PO29084,5361,1
PO29087,22050,1
PO2909,411156.82,1
PO29091,458,1
PO29098,65698,1
PO29099,2350,1
PO291,6108.38,1
PO2910,25758.833,1
PO29100,12420,1
PO29101,29010,1
PO29103,148975,1
PO29104,8485.176,1
PO29105,25455.42,1
PO2911,100918.88,1
PO2912,47951.658,1
PO2913,268970.161,1
PO2914,2613.6,1
PO2915,6192,1
PO2917,15300,1
PO2919,7447.371,1
PO292,247063.31,1
PO2922,14594.901,1
PO2924,178244.09,1
PO2928,114070.02,1
PO2929,1595449.8,1
PO2931,617782.844,1
PO2932,12975.983,1
PO2933,60628.373,1
PO2934,37000,1
PO2936,4170.192,1
PO2937,48375.93,1
PO2938,29552.349,1
PO2939,16328.963,1
PO2940,17398.08,1
PO2941,43920,1
PO2942,106504.2,1
PO2943,50250,1
PO2944,14300,1
PO2946,132967.65,1
PO2947,282646,1
PO2948,79075.8,1
PO2949,36046.8,1
PO295,88196.6,1
PO2951,26282.88,1
PO2952,77320.232,1
PO2953,60632.107,1
PO2954,17626.967,1
PO2955,6437.25,1
PO2960,26064.385,1
PO2962,59086.96,1
PO2963,43276.74,1
PO2964,628395.48,1
PO2965,11655.289,1
PO2966,39025,1
PO2968,13443.04,1
PO2970,46426.88,1
PO29746,68059.05,1
PO2978,30758.92,1
PO298,113837.5,1
PO29810,1995,1
PO29811,1050,1
PO29812,2166,1
PO29815,2893.77,1
PO29817,11250,1
PO29819,5600,1
PO2982,8369.82,1
PO29821,7830,1
PO2983,21974.4,1
PO29830,16716.8,1
PO29833,6793.8,1
PO2984,4848,1
PO29851,106916.1,1
PO29855,10929.81,1
PO29875,3074.4,1
PO29876,8415.401,1
PO2988,1220,1
PO29885,4692,1
PO29888,11228.481,1
PO2989,10985.04,1
PO29890,6952.95,1
PO2990,766,1
PO29909,19397.4,1
PO29911,4725,1
PO29912,5843.2,1
PO29913,877493.35,1
PO29914,37758.48,1
PO29915,14313.6,1
PO29917,20832.24,1
PO29919,9752,1
PO2992,22931.128,1
PO29921,16536,1
PO29942,12932.8,1
PO29952,1488474.81,1
PO29954,57687.2,1
PO30447,2639.796,1
PO30449,24960,1
PO30450,48031.89,1
PO30456,13929.31,1
PO30457,4457.038,1
PO30458,251388.56,1
PO30459,2712.58,1
PO30465,35803.244,1
PO30471,2464.06,1
PO30472,9492.401,1
PO30475,3605,1
PO30491,230130.24,1
PO30509,54720,1
PO30550,11090.379,1
PO30556,98230,1
PO30563,2880,1
PO30565,21360,1
PO30566,4073.73,1
PO30569,52646.604,1
PO30593,291042,1
PO30594,26400,1
PO30595,90562.5,1
PO30596,54832.8,1
PO30597,10450,1
PO30598,49333.6,1
PO3060,493852,1
PO30601,4257.743,1
PO30604,385661.54,1
PO30611,3663.758,1
PO30612,1398.959,1
PO30613,158557,1
PO30614,97656,1
PO30615,1730.788,1
PO30617,20748,1
PO30618,12283.92,1
PO30619,16102.4,1
PO30620,26582.977,1
PO30621,10467.363,1
PO30622,3875.04,1
PO30624,48131.54,1
PO30625,78293.079,1
PO30626,9021.24,1
PO30627,43207.47,1
PO30628,13326,1
PO30629,2274.72,1
PO30630,2208,1
PO30631,21892.02,1
PO30632,37800,1
PO30633,1342480.44,1
PO30634,24740.99,1
PO30635,840,1
PO30636,35389.44,1
PO30637,20437.5,1
PO30638,117202.8,1
PO30641,24594.928,1
PO30642,20006.788,1
PO30643,20067.366,1
PO30650,29530.032,1
PO30651,30010.176,1
PO3073,262956.95,1
PO3074,115511,1
PO3078,36071.683,1
PO309,28695.979,1
PO310,134745.6,1
PO3105,14641.2,1
PO3106,2236657.8,1
PO3107,40307,1
PO311,30748.8,1
PO3112,51500,1
PO312,5330,1
PO3125,10142.68,1
PO3126,105.8,1
PO3127,48445.44,1
PO3128,36081,1
PO3130,2772,1
PO3131,10173,1
PO3132,11245,1
PO31349,5956.2,1
PO3135,546402.32,1
PO31365,25276.08,1
PO31367,46238.146,1
PO31369,29946.921,1
PO31371,5325,1
PO31373,12835.049,1
PO31374,14262.425,1
PO31393,2660,1
PO3140,96356.4,1
PO31400,14364,1
PO31401,13411.85,1
PO31402,3459.2,1
PO31409,29274,1
PO31412,33750,1
PO31415,12950.24,1
PO31423,2013.042,1
PO31439,10924.606,1
PO31441,23079,1
PO31442,56200,1
PO31443,7647.066,1
PO31444,15473.738,1
PO31445,18320,1
PO31446,323750,1
PO31447,189456,1
PO31448,659408,1
PO31449,185760,1
PO31450,950460,1
PO31451,292000,1
PO31452,40614.453,1
PO31453,42091,1
PO31454,78100.56,1
PO31455,92892.24,1
PO31456,374251.56,1
PO31457,385931,1
PO31458,17198.5,1
PO31459,21802.32,1
PO31460,529944,1
PO31461,139165,1
PO31462,193629.04,1
PO31463,1574.4,1
PO31464,91855.32,1
PO31465,1691528.65,1
PO31466,49759.14,1
PO31467,840,1
PO31468,3602.996,1
PO31470,31828.02,1
PO31471,7672.3,1
PO31472,20020.78,1
PO31473,41039.038,1
PO31476,62610.8,1
PO31479,185920,1
PO31506,20075,1
PO31518,89280,1
PO31519,6370,1
PO31523,4503.776,1
PO31524,2143.757,1
PO31525,1166.4,1
PO31526,1584.876,1
PO31527,1725,1
PO31528,3552.985,1
PO31529,6057.174,1
PO31530,5824,1
PO31531,1707.936,1
PO31532,2812.021,1
PO31533,2040,1
PO31537,11455.2,1
PO31538,16520.5,1
PO31539,36401.59,1
PO31540,10443.509,1
PO31541,16392.409,1
PO31542,20224.4,1
PO31543,13014.047,1
PO31544,16857.79,1
PO31545,48456.48,1
PO31546,8430,1
PO31547,3245,1
PO31550,473.697,1
PO31558,0,1
PO31576,54983.61,1
PO31577,36408.7,1
PO31578,21531.094,1
PO31579,30278.524,1
PO3158,3697.62,1
PO31580,16300.62,1
PO31581,6492.8,1
PO3159,272000,1
PO3161,81250.53,1
PO3163,33483.836,1
PO3164,74358.68,1
PO3165,6120,1
PO3166,8250,1
PO3167,48400,1
PO3180,95700,1
PO3202,27880.48,1
PO3204,65500,1
PO3205,11095.2,1
PO3206,82370.8,1
PO3208,19200,1
PO3211,27120,1
PO3212,161622,1
PO3213,307025.026,1
PO3214,3951965.95,1
PO3215,35107.5,1
PO3216,4740,1
PO3217,96385.24,1
PO3218,5640,1
PO3219,7711.2,1
PO3220,8335,1
PO3223,7735,1
PO3224,23249.21,1
PO3225,49743.32,1
PO32254,48616.8,1
PO32256,288273,1
PO32258,304100,1
PO32260,864.45,1
PO32266,26045,1
PO3227,448,1
PO32276,413046.031,1
