PO,Debit Amount,Count
PO39951,23742.4,1
PO39954,119586.33,1
PO39956,5932.08,1
PO39957,7415.1,1
PO39958,5244.8,1
PO39959,780,1
PO39961,3500,1
PO39963,71327.28,1
PO39964,17420.58,1
PO39965,14225.42,1
PO39968,11280,1
PO39969,384132.8,1
PO39971,14619,1
PO39972,621.6,1
PO39974,1180.233,1
PO39975,38128.75,1
PO39977,8033.708,1
PO39978,3004.4,1
PO39979,0,1
PO39981,8640,1
PO39982,4602.916,1
PO39983,42154.2,1
PO39984,13010,1
PO39985,131443.48,1
PO39986,18518.16,1
PO39987,11911.902,1
PO39988,4024.8,1
PO39989,3416,1
PO3999,35882.05,1
PO39990,21249.8,1
PO39991,9699.44,1
PO39992,8352.569,1
PO39993,4204.32,1
PO39998,10178.8,1
PO39999,998.903,1
PO4000,40904.39,1
PO40001,19843.2,1
PO40002,9921.6,1
PO40004,50660,1
PO40005,26817,1
PO40006,4122.558,1
PO40008,18930,1
PO40009,34474.2,1
PO4001,18525.693,1
PO40010,211391.52,1
PO40011,31836.4,1
PO40012,18860,1
PO40013,49271.04,1
PO40014,3616.2,1
PO40015,2910.6,1
PO40016,7246.8,1
PO40017,58587.15,1
PO40018,17956.8,1
PO40019,17702.8,1
PO40020,7099.2,1
PO40021,12125.76,1
PO40022,330816.01,1
PO40023,6044.34,1
PO40024,14338,1
PO40025,3276,1
PO40026,6461.3,1
PO40027,29165.2,1
PO40028,12391.511,1
PO40029,27820.366,1
PO4003,4900,1
PO40032,4061.6,1
PO40033,23330.6,1
PO40034,5767.553,1
PO40035,20632.32,1
PO40036,13451.809,1
PO40037,7665,1
PO40038,12075,1
PO40039,4620,1
PO40040,524.865,1
PO40041,314.914,1
PO40043,5421.84,1
PO40044,11600,1
PO40045,29890.26,1
PO40046,30385.98,1
PO40047,1063.68,1
PO40048,4230,1
PO40049,12850.48,1
PO4005,2483,1
PO40051,47055.12,1
PO40054,13862.28,1
PO40055,54997.44,1
PO40056,2240,1
PO40057,67318.38,1
PO40058,129433.77,1
PO40059,19099.77,1
PO4006,688,1
PO40060,6859.42,1
PO40061,47863.27,1
PO40062,14182.72,1
PO40065,28653,1
PO40067,194272.32,1
PO40069,214485.878,1
PO4007,860,1
PO40070,71979.813,1
PO40072,41446,1
PO40074,980,1
PO40076,56697.6,1
PO40077,77385.48,1
PO4008,860,1
PO401,13250,1
PO4011,10562.4,1
PO4013,1510.868,1
PO4016,8080.2,1
PO4020,9815,1
PO4021,441527.76,1
PO4022,83100,1
PO4023,144670,1
PO4025,31950,1
PO4026,14260,1
PO4029,4500,1
PO403,30720,1
PO4039,8870.4,1
PO4040,235332.2,1
PO40417,3582.48,1
PO4044,16400,1
PO4045,2031.96,1
PO4046,424.4,1
PO4047,360,1
PO4049,330,1
PO405,1152,1
PO4050,13640,1
PO4051,5456,1
PO4053,330,1
PO4054,1089,1
PO4055,528,1
PO4058,8346,1
PO4059,176.4,1
PO4060,520,1
PO4061,6966,1
PO4064,2865,1
PO4069,5707.5,1
PO4071,26779.883,1
PO4081,7860,1
PO4082,1650,1
PO4083,106848,1
PO4084,1914,1
PO4085,551.239,1
PO4086,1652,1
PO4087,2728,1
PO4088,785.188,1
PO40892,2732.4,1
PO4098,136.5,1
PO40983,73151.2,1
PO40984,33127.9,1
PO40986,3289.451,1
PO40987,2990.407,1
PO40988,7080,1
PO40989,23930.4,1
PO4099,5925,1
PO40990,4800,1
PO40991,17700,1
PO40992,5930,1
PO40993,11267,1
PO40994,6532,1
PO40995,34276,1
PO40998,189336.52,1
PO4101,500,1
PO41014,21000,1
PO41019,13003.2,1
PO4102,5049.359,1
PO41020,14736.96,1
PO41021,856453.5,1
PO41024,4240,1
PO41028,44226,1
PO4103,133.48,1
PO41035,17472,1
PO4104,6770.372,1
PO4105,4971.03,1
PO41055,1131.06,1
PO41057,311.55,1
PO41058,8152.2,1
PO41059,8152.2,1
PO41061,169968,1
PO41062,152305.92,1
PO41063,27024.06,1
PO41064,166252.8,1
PO41065,28358.4,1
PO41066,50037.6,1
PO41067,27868.32,1
PO41068,284162.42,1
PO41069,26678.14,1
PO41070,264966.72,1
PO41071,122081.88,1
PO41072,27325.92,1
PO41073,48831.72,1
PO41074,921629.64,1
PO41075,7931.56,1
PO41076,621450.46,1
PO41077,455583.55,1
PO41078,703499.96,1
PO41079,185704.42,1
PO41080,13597,1
PO41081,109554.28,1
PO41082,5939.811,1
PO41084,1406070.76,1
PO41085,415471.92,1
PO41088,75420,1
PO41089,6560,1
PO41090,9532.5,1
PO41091,93311.4,1
PO41092,29475.6,1
PO41093,29275,1
PO41094,39258.9,1
PO41095,224988.24,1
PO41096,279955.2,1
PO41097,1582804.7,1
PO41098,224594,1
PO41099,1260.751,1
PO41100,364,1
PO41101,29649.67,1
PO41102,105442.84,1
PO41103,15119.813,1
PO41104,14129.458,1
PO41105,882,1
PO41106,9133.05,1
PO41107,3383.897,1
PO41108,5577.6,1
PO41109,7771.5,1
PO41110,3420,1
PO41111,4744.147,1
PO41112,38121.6,1
PO41114,61951.24,1
PO41115,109791,1
PO41116,3744,1
PO41117,571.565,1
PO41118,12927.864,1
PO41119,3529.236,1
PO41120,2692.296,1
PO41121,24343.2,1
PO41122,3605,1
PO41123,4038.631,1
PO41124,9792.615,1
PO41125,3045,1
PO41126,1225,1
PO41127,20903.28,1
PO41128,4818,1
PO41129,2053.59,1
PO41130,7514.583,1
PO41131,3228.75,1
PO41132,1108.503,1
PO41133,1400,1
PO41134,539277.4,1
PO41135,35918.77,1
PO41136,32071.8,1
PO41137,5771.16,1
PO41138,16666.32,1
PO41139,110399.16,1
PO41190,26433.467,1
PO41194,1850,1
PO41196,3969,1
PO41198,3578.4,1
PO41200,7069.2,1
PO41202,6540.069,1
PO41203,2522.585,1
PO41204,562,1
PO41205,5773.937,1
PO41206,562,1
PO41207,4976,1
PO41208,810,1
PO41209,4332,1
PO41210,1080,1
PO41211,81368.8,1
PO41212,5456,1
PO41213,6457.5,1
PO41214,1023.243,1
PO41215,7618.68,1
PO41216,50564.92,1
PO41217,186.12,1
PO41218,1562.45,1
PO41219,10207.12,1
PO41220,7167.743,1
PO41222,2549.98,1
PO41223,2769.341,1
PO41224,5740.571,1
PO41225,3512.608,1
PO41354,1505,1
PO41399,1495,1
PO41422,1495,1
PO41471,28590.1,1
PO41476,1495,1
PO41502,1495,1
PO417,114,1
PO41991,25370.64,1
PO41993,5250,1
PO41994,30293.76,1
PO41995,25569,1
PO41999,96312.6,1
PO42,87745.68,1
PO42001,329011.2,1
PO42002,2840,1
PO42003,1512.797,1
PO42004,3035.713,1
PO42005,2608,1
PO42006,6545,1
PO42007,1399.68,1
PO42016,5720,1
PO42028,1728.398,1
PO42029,910.8,1
PO42030,1134.632,1
PO42031,23603.1,1
PO42032,15780.48,1
PO42033,1619.227,1
PO42034,8353.92,1
PO42035,50725.26,1
PO42036,41529.66,1
PO42038,28571.82,1
PO42039,309847.2,1
PO42047,9787.599,1
PO42048,10786.896,1
PO42049,1972.254,1
PO42050,9000,1
PO42051,39422.66,1
PO42052,933.12,1
PO42053,128737.8,1
PO42054,13926.5,1
PO42055,2073.595,1
PO42056,8514.24,1
PO42057,14272.5,1
PO42058,501.652,1
PO42060,1551.332,1
PO42061,4429.273,1
PO42062,7540.2,1
PO42064,5288.6,1
PO42065,33060,1
PO42066,16737.84,1
PO42067,6570,1
PO42069,49296,1
PO42070,24090,1
PO42072,5206.429,1
PO42073,5684.87,1
PO42074,12157.39,1
PO42076,8166.3,1
PO42077,4052.16,1
PO42078,2543.2,1
PO42080,9260.016,1
PO42081,5570.218,1
PO42083,29040.8,1
PO42085,5107.6,1
PO42086,3871305.62,1
PO42087,2850.294,1
PO42088,17538.01,1
PO42089,8388.8,1
PO42090,21800,1
PO42091,3291.916,1
PO42092,12295,1
PO42093,1305,1
PO42094,6502.231,1
PO42096,5460.4,1
PO42097,48348.8,1
PO42098,2448.48,1
PO42099,9468.104,1
PO42100,5128.222,1
PO42103,49095.93,1
PO42105,28461.6,1
PO42106,92710.83,1
PO42107,2420,1
PO42108,57772.8,1
PO42109,60312.6,1
PO42110,3976.098,1
PO42111,2100.941,1
PO42120,7492.8,1
PO42122,67837.579,1
PO42149,66299.76,1
PO42150,19155.434,1
PO42152,1146001.68,1
PO42153,3036,1
PO42154,7153.306,1
PO42155,523.757,1
PO42156,0,1
PO42157,76204.8,1
PO42158,8463,1
PO42159,32042.16,1
PO42160,25636.8,1
PO42161,22110,1
PO42162,4476,1
PO42163,63630,1
PO42164,18420.48,1
PO42165,19809.533,1
PO42166,23091.754,1
PO42167,26566.012,1
PO42168,28715.432,1
PO42169,54504,1
PO42170,42091.92,1
PO42171,88498.8,1
PO42172,48924.48,1
PO42173,56373.36,1
PO42182,3352.8,1
PO42185,79583.16,1
PO42189,10942.5,1
PO42196,5495.4,1
PO42199,14241.6,1
PO42201,22156,1
PO42203,21067.2,1
PO42204,60263.5,1
PO42205,34025.28,1
PO42206,6922.84,1
PO42207,39729.72,1
PO42208,67527,1
PO42209,986,1
PO42210,35225.28,1
PO42212,7749,1
PO42213,1099.2,1
PO42223,527722.77,1
PO42229,39160.8,1
PO42230,152567.66,1
PO42231,4591.64,1
PO42232,1289.716,1
PO42233,5158.842,1
PO42236,690650,1
PO42237,733000,1
PO42252,33588.2,1
PO42253,31603.4,1
PO42254,15258.8,1
PO42255,214.6,1
PO42256,17993.5,1
PO42257,17458.72,1
PO42258,22330.36,1
PO42259,8768.64,1
PO42260,18718.97,1
PO42261,2580,1
PO42262,6420,1
PO42263,1550,1
PO42269,10666.5,1
PO42271,21669.12,1
PO42273,21669.12,1
PO42274,21669.12,1
PO42275,21669.12,1
PO42276,21669.12,1
PO42277,21669.12,1
PO42278,21669.12,1
PO42279,21669.12,1
PO42280,26438.4,1
PO42297,3755.64,1
PO424,45640,1
PO43,1780,1
PO4303,24450,1
PO4305,21420,1
PO4306,4760,1
PO4309,26357.5,1
PO4318,946.8,1
PO43201,33613.71,1
PO43202,41880,1
PO43203,20994.27,1
PO43204,5600,1
PO43205,59700,1
PO43335,5477.7,1
PO43341,93704.8,1
PO43345,314336,1
PO43361,6464.5,1
PO43371,23276.55,1
PO43372,14786.4,1
PO43387,77029.5,1
PO43416,2370,1
PO43418,13050.141,1
PO43426,126139,1
PO43427,22845.931,1
PO43428,16032.233,1
PO43429,9940,1
PO43430,477056.53,1
PO43431,58351.68,1
PO43433,11191,1
PO43434,5662.265,1
PO43435,33384.004,1
PO43436,14268,1
PO43437,355683.9,1
PO43443,4013.625,1
PO43444,709.621,1
PO43445,55062,1
PO43448,52551.3,1
PO43449,77310.99,1
PO43482,154312.506,1
PO43483,208749.191,1
PO43484,50112.903,1
PO43485,42630.022,1
PO43487,212555.121,1
PO43491,20160,1
PO43497,4388.76,1
PO43499,14782.68,1
PO43502,34560,1
PO43503,39000,1
PO43510,2889.1,1
PO43514,662.4,1
PO43522,2820,1
PO43523,16140,1
PO43525,2550,1
PO43526,37192.425,1
PO43539,42903.49,1
PO4354,0,1
PO43541,34691.8,1
PO43542,2704,1
PO43544,35273.49,1
PO4356,171460.8,1
PO4357,149850,1
PO4358,21162.24,1
PO4361,1019.87,1
PO4363,630,1
PO4366,40521.6,1
PO4371,310632.52,1
PO4391,538808.8,1
PO4392,11088,1
PO4393,35488,1
PO4394,6640,1
PO4395,3209.531,1
PO44,36211.2,1
PO4400,49896,1
PO4402,11872,1
PO4406,309.71,1
PO4407,6845.7,1
PO44114,467010.77,1
PO44115,1288.134,1
PO44116,32234.4,1
PO44117,50487,1
PO44118,7023.8,1
PO44132,20028.394,1
PO44135,794.597,1
PO44136,1938.798,1
PO44137,8644.096,1
PO44138,21162.489,1
PO44139,20286.739,1
PO44140,40919.87,1
PO44141,0,1
PO44142,22777.461,1
PO44143,2657.196,1
PO44144,18918.984,1
PO44145,8525.99,1
PO44146,17508.175,1
PO44147,16180.71,1
PO44148,17423.575,1
PO44149,16539.573,1
PO44150,7911.272,1
PO44151,659.75,1
PO44154,12141.32,1
PO44155,4237.392,1
PO44156,34303.976,1
PO44157,19011.848,1
PO44158,24085.297,1
PO44159,12955.222,1
PO44160,3072.58,1
PO44161,10624.515,1
PO44162,59271.733,1
PO44163,44224.842,1
PO44164,14413.279,1
PO44165,1302.236,1
PO44166,26293.492,1
PO44167,4652.003,1
PO44168,0,1
PO44170,27935,1
PO44171,27654.04,1
PO44172,27942.219,1
PO44201,2412,1
PO44202,0,1
PO44203,20488,1
PO44204,20464.08,1
PO44205,22458,1
PO44206,21473,1
PO44207,22458,1
PO44208,22458,1
PO44209,22798,1
PO44210,23209.2,1
PO44211,22848.76,1
PO44212,21170.02,1
PO44213,10470.28,1
PO44214,20781.88,1
PO44215,37243.02,1
PO44216,49695.78,1
PO44217,27807.4,1
PO44218,0,1
PO44219,15245.6,1
PO44223,399,1
PO44251,77655,1
PO44259,899,1
PO44260,725,1
PO44277,412658.638,1
PO44278,85165.362,1
PO44279,20296.67,1
PO44280,56337.599,1
PO44282,62894.123,1
PO44283,21208.617,1
PO44284,25969.94,1
PO44286,14895.14,1
PO44288,5036.9,1
PO44289,34722.9,1
PO44296,8307.687,1
PO44297,2002.861,1
PO44303,5906.01,1
PO44309,18621.86,1
PO44310,483992.64,1
PO44311,2848.5,1
PO44312,4360.24,1
PO44313,3107.66,1
PO44314,10147.46,1
PO44315,0,1
PO44327,104332.8,1
PO44332,36895.19,1
PO44333,34254.78,1
PO44335,2125.772,1
PO44336,657727.08,1
PO44337,23979.339,1
PO44351,63045.84,1
PO44352,63700.15,1
PO44353,26343.68,1
PO44359,17146.08,1
PO44369,3276,1
PO44372,228700.645,1
PO44377,18769.4,1
PO44378,94978,1
PO44379,10196.6,1
PO44380,498,1
PO44381,41618.84,1
PO44382,14151.699,1
PO44385,14852,1
PO44388,537264,1
PO44389,58220.8,1
PO44392,94433.28,1
PO44395,49280,1
PO44937,25932.82,1
PO4498,49125.6,1
PO45,58398.2,1
PO4503,2360,1
PO45075,2733.382,1
PO45077,192032.505,1
PO45078,10085.16,1
PO45089,129787.73,1
PO45094,35877.04,1
PO45096,204568.21,1
PO45099,29094.8,1
PO45106,255624.03,1
PO45107,63375.1,1
PO45108,2999.4,1
PO45109,3835.8,1
PO45111,18750,1
PO45112,1500,1
PO45113,2514.5,1
PO45122,3361.958,1
PO45124,2109.455,1
PO45125,7062.84,1
PO45126,2290.192,1
PO45127,312972.31,1
PO45129,48537.32,1
PO45150,285327.36,1
PO45152,87500,1
PO45153,29160,1
PO45154,27972,1
PO45155,5100,1
PO45156,40250,1
PO45157,21461.76,1
PO45158,16728,1
PO4516,20560,1
PO45160,1059451.63,1
PO4518,10280,1
PO45182,99045.8,1
PO45186,1360.91,1
PO45187,3129.934,1
PO45195,40523.38,1
PO4520,12585.257,1
PO45203,444809.64,1
PO45204,139858,1
PO4521,167670,1
PO45226,111.012,1
PO45227,52800,1
PO45228,216421.08,1
PO45229,78730.057,1
PO4523,4680,1
PO45230,430157,1
PO45231,3970.498,1
PO45232,12188,1
PO45233,46113.107,1
PO45235,6885.592,1
PO4524,12167.371,1
PO4527,97200,1
PO4529,66078.659,1
PO4530,5080.32,1
PO4535,14592,1
PO4536,1596,1
PO4537,22500.01,1
PO4540,0,1
PO4541,31675,1
PO4542,536285.28,1
PO4544,11280,1
PO4545,27935,1
PO4548,19912,1
PO456,7860,1
PO4564,3831.766,1
PO4579,18219.6,1
PO4580,210722.7,1
PO4582,27700,1
PO4583,7300,1
PO46004,25950,1
PO46005,70038,1
PO46007,14171.352,1
PO46009,21248.099,1
PO46010,8592,1
PO46011,54571.44,1
PO4603,130275,1
PO46046,47154.72,1
PO46050,55.587,1
PO46051,3324.762,1
PO46054,614.568,1
PO46056,12033.96,1
PO4606,620127.96,1
PO46060,146060,1
PO46061,11108486.27,1
PO46062,288261.88,1
PO46063,1049096.702,1
PO46066,6450,1
PO46067,27354.6,1
PO46070,19545,1
PO46071,1260.6,1
PO46072,62822.4,1
PO46073,772265.7,1
PO46074,7955.6,1
PO46075,7176.904,1
PO46077,31505,1
PO46079,0,1
PO4608,34986,1
PO46083,10306.975,1
PO46084,378781.49,1
PO46085,206935.692,1
PO46086,126219.6,1
PO46087,839754.98,1
PO46088,437334.54,1
PO46089,477713.65,1
PO4609,81210,1
PO46090,0,1
PO46092,11983.153,1
PO46094,2679.974,1
PO46095,127826.43,1
PO46096,86850,1
PO46098,176346.72,1
PO46099,27210,1
PO4610,22140,1
PO46100,19599.36,1
PO46101,328231.68,1
PO46102,1073397.28,1
PO46103,5788.41,1
PO46104,78872.4,1
PO46105,7683.75,1
PO46106,2109,1
PO4611,6200,1
PO46110,10800,1
PO46111,82500,1
PO46112,6300,1
PO46113,49478.7,1
PO46114,4197.027,1
PO46115,54571.92,1
PO46116,23160.12,1
PO46117,35031.859,1
PO46118,1074.461,1
PO46119,2545.226,1
PO4612,1000,1
PO46122,206474.6,1
PO46128,64412.855,1
PO46130,54210.383,1
PO46131,48691.49,1
PO46132,22551.055,1
PO46133,66813.4,1
PO46141,1336.029,1
PO46142,1190.465,1
PO46143,2116.91,1
PO46146,0,1
PO46147,10617.75,1
PO46151,20116.08,1
PO46155,7920,1
PO46156,100905.398,1
PO46158,942.94,1
PO46160,30800,1
PO46161,50940.18,1
PO46162,360359.12,1
PO46164,2875,1
PO46165,438.6,1
PO46166,14210.64,1
PO46167,469.626,1
PO46168,14206.377,1
PO46184,103706.06,1
PO46185,131322.1,1
PO46186,23876.94,1
PO46187,317699.019,1
PO46189,5770148.66,1
PO46190,870909.95,1
PO46191,337932.23,1
PO46192,21935,1
PO46193,21250.26,1
PO46194,118859.52,1
PO46195,86858.88,1
PO46196,0,1
PO46197,3810.64,1
PO46198,50996.733,1
PO46199,77902.5,1
PO46200,0,1
PO46202,1754.984,1
PO46203,7530.254,1
PO46204,2174.414,1
PO46206,284887.15,1
PO46207,16057.01,1
PO46208,115863.61,1
PO46210,7339.226,1
PO46212,4187.916,1
PO46213,116346.3,1
PO46214,125235.5,1
PO46215,183850,1
PO46216,170624,1
PO46217,169986.5,1
PO46219,13590,1
PO46220,37281.937,1
PO46221,2676.04,1
PO46224,65057.52,1
PO46225,10704.162,1
PO46226,662026.82,1
PO46227,959933.45,1
PO46228,198254.34,1
PO46229,21349.2,1
PO46230,608501.21,1
PO46232,103489.36,1
PO46233,94452,1
PO46234,34957.44,1
PO46235,51780,1
PO46236,205804.42,1
PO46237,21262.32,1
PO46238,154027.44,1
PO46239,59.035,1
PO46240,545.738,1
PO46241,30934.655,1
PO46242,6950.486,1
PO46243,8470.029,1
PO46244,32873.452,1
PO46245,13504.047,1
PO46246,4335.36,1
PO46248,90.84,1
PO46250,200,1
PO46253,66000,1
PO46255,462615.8,1
PO46256,34.06,1
PO46258,34.53,1
PO46260,132883.3,1
PO46261,15895,1
PO46262,8050,1
PO46264,216.921,1
PO46265,4.481,1
PO46266,28823.04,1
PO46268,7953,1
PO46269,287551.44,1
PO46271,268265.971,1
PO46275,132144,1
PO46276,15265.123,1
PO46277,2242.34,1
PO46278,393.776,1
PO46279,38354.8,1
PO46281,136680,1
PO46282,1677.218,1
PO46283,6034.541,1
PO46289,498443,1
PO46290,9562.5,1
PO46297,41243,1
PO46298,20047.759,1
PO46299,1446.25,1
PO46300,6691.2,1
PO46301,19923.3,1
PO46302,7155.75,1
PO46303,14774.034,1
PO46304,33430.15,1
PO46306,3680,1
PO46308,41404.8,1
PO46309,2400,1
PO4631,208152,1
PO46310,2474.931,1
PO46311,142854.4,1
PO46312,32795,1
PO46313,959.4,1
PO46314,4320,1
PO46315,7377.458,1
PO46316,725.76,1
PO46317,1491.625,1
PO46318,10690.51,1
PO46319,2432.435,1
PO4632,21890.496,1
PO46322,4166.314,1
PO46323,1814.73,1
PO46324,7179.572,1
PO46325,3340,1
PO46326,5704.796,1
PO46327,4400,1
PO46328,16777.2,1
PO46329,13658.833,1
PO4633,8068.4,1
PO46330,73121,1
PO46331,6512.151,1
PO46333,40907.52,1
PO46334,1524,1
PO46335,2480.341,1
PO46336,24545.8,1
PO46338,10494,1
PO46339,11041.8,1
PO46340,4740.437,1
PO46341,2002.5,1
PO46342,11861.83,1
PO46343,5247.392,1
PO46344,18557.28,1
PO46346,2278.5,1
PO46347,1856.4,1
PO46348,4284,1
PO46349,29866,1
PO46353,457.5,1
PO46354,4250,1
PO46355,209760,1
PO46356,15250.44,1
PO46357,14500,1
PO46358,7920,1
PO46359,2585.147,1
PO46363,159058.89,1
PO46364,102724.08,1
PO46365,29057.6,1
PO46366,13596,1
PO46367,136549.2,1
PO46369,62508.72,1
PO46370,66599,1
PO46371,22019.58,1
PO46372,33566.64,1
PO46373,11183.28,1
PO46374,34579.02,1
PO46375,91369.04,1
PO46376,107493.84,1
PO46377,17636.28,1
PO46378,20008,1
PO46379,132,1
PO4638,12675.719,1
PO46380,5143.04,1
PO46381,2959.04,1
PO46382,23613,1
PO46383,6526.2,1
PO46384,4181.76,1
PO46385,9791.28,1
PO46386,4717.44,1
PO46387,106979.387,1
PO46388,6730.677,1
PO46389,12943.672,1
PO46390,2463.675,1
PO46391,4107.635,1
PO46392,3247.058,1
PO46394,2600,1
PO46395,161172.75,1
PO46396,39591,1
PO46397,425892.47,1
PO46398,1282.35,1
PO46399,98810.38,1
PO46400,118676.64,1
PO46401,88813.54,1
PO46402,111544.8,1
PO46403,14932.72,1
PO46404,4770.172,1
PO46405,105840,1
PO46406,300.088,1
PO46407,3096.751,1
PO4641,15949.363,1
PO46410,404.132,1
PO46411,501.104,1
PO46412,1391.168,1
PO46413,307.371,1
PO46414,16803.6,1
PO46415,36624.13,1
PO46416,57546,1
PO46418,38655,1
PO46420,15427.4,1
PO46421,59093.2,1
PO46422,11505,1
PO46423,11362.741,1
PO46424,211780,1
PO46425,7040,1
PO46426,6246,1
PO46427,22805.25,1
PO46428,9732.33,1
PO46430,54083.28,1
PO46431,16974,1
PO46432,29520,1
PO46433,9000,1
PO46435,124964.2,1
PO46436,4356,1
PO46437,9692.08,1
PO46438,287503.02,1
PO46439,526478.64,1
PO46440,25665,1
PO46442,17400,1
PO46443,4203.6,1
PO46445,55319.8,1
PO46446,0,1
PO46448,437235.59,1
PO4645,40650,1
PO46450,119984.69,1
PO46452,5404.27,1
PO46455,2924.975,1
PO46456,90262.1,1
PO46457,15682.96,1
PO46459,4450,1
PO46460,11388.73,1
PO46461,45443.84,1
PO46463,127177.12,1
PO46464,281.85,1
PO46466,17826.6,1
PO46469,597.691,1
PO4647,8707.288,1
PO46470,1247.458,1
PO46471,293.28,1
PO46474,0,1
PO46475,1761.208,1
PO46476,66203.743,1
PO46478,52077.723,1
PO46479,21600,1
PO46480,36465,1
PO46482,28375,1
PO46483,132144,1
PO46486,29541.68,1
PO46489,20987.166,1
PO46492,45368.769,1
PO46493,112382.512,1
PO46495,10571.916,1
PO46496,4032,1
PO46497,3313.6,1
PO46498,140124.96,1
PO46501,8717.966,1
PO46503,142611.24,1
PO46504,149617.92,1
PO46505,150115.92,1
PO46506,144250,1
PO46507,144250,1
PO46508,148860.4,1
PO46509,149292,1
PO46510,30622.02,1
PO46512,46.8,1
PO46518,0,1
PO46519,185.674,1
PO46520,2264.8,1
PO46521,8032.5,1
PO46525,102.25,1
PO46527,118724.503,1
PO46528,634.545,1
PO46529,5018.671,1
PO4653,14940,1
PO46530,21268.32,1
PO46533,57277.15,1
PO46534,109912,1
PO46535,282.84,1
PO46536,0,1
PO46538,1443,1
PO46540,2783.55,1
PO46545,0,1
PO46546,450,1
PO46547,2800.508,1
PO46548,744.935,1
PO46549,0,1
PO46550,1150,1
PO46551,2980,1
PO46552,318.984,1
PO46554,608.158,1
PO46555,11326.323,1
PO46556,5766.805,1
PO46558,47258.962,1
PO46561,213995.52,1
PO46562,646.967,1
PO46571,8225.28,1
PO46572,11240,1
PO46573,104915.54,1
PO46575,13635.02,1
PO46576,2125.772,1
PO46577,72355,1
PO46578,72000,1
PO46579,229622,1
PO46580,146706.06,1
PO46581,20453.12,1
PO46582,41442,1
PO46583,24499.375,1
PO46584,2974.736,1
PO46585,8700,1
PO46586,141986.4,1
PO46587,34080.75,1
PO46588,10228.68,1
PO46589,2310,1
PO46590,212800,1
PO46591,38408.587,1
PO46592,29393.28,1
PO46593,13398,1
PO46594,4950,1
PO46595,8439.75,1
PO46596,118843.52,1
PO46597,55474.38,1
PO46598,141744.49,1
PO46599,63365,1
PO46600,205912.2,1
PO46601,131863.6,1
PO46602,36446.202,1
PO46603,19464.4,1
PO46604,47520,1
PO46605,17250,1
PO46606,4802.35,1
PO46607,15320,1
PO46608,305449.66,1
PO46609,39865.2,1
PO4661,97280,1
PO46610,14160.5,1
PO46611,287967.42,1
PO46612,63637.56,1
PO46613,25700,1
PO46614,25310,1
PO46615,40330,1
PO46616,17100,1
PO46618,7084,1
PO46619,15346.5,1
PO46620,392345.38,1
PO46622,2244,1
PO46623,387828,1
PO46624,72030,1
PO46625,10250,1
PO46626,7375.093,1
PO46627,19488,1
PO46628,43524,1
PO46629,71014,1
PO46630,465.992,1
PO46631,227470.8,1
PO46632,1522.08,1
PO46633,18156,1
PO46634,4641.6,1
PO46635,28458,1
PO46637,30496.5,1
PO46638,57135.9,1
PO46639,1989.9,1
PO46640,6678.986,1
PO46641,4694.22,1
PO46642,12301.63,1
PO46643,80416,1
PO46644,51400.395,1
PO46646,22839,1
PO46647,72506.88,1
PO46648,118296,1
PO46649,89670.378,1
PO46650,10159.2,1
PO46651,5816.119,1
PO46652,61761,1
PO46653,7825.5,1
PO46654,89783.04,1
PO46655,53820,1
PO46656,37367,1
PO46658,6930,1
PO46660,12816,1
PO46661,18476.99,1
PO46663,13839.36,1
PO46664,171880.05,1
PO46665,105145.6,1
PO46666,36192,1
PO46667,20661.2,1
PO46668,1417.58,1
PO46669,22800.26,1
PO46670,0,1
PO46671,1335.84,1
PO46672,3610.713,1
PO46673,47084.012,1
PO46674,6239.52,1
PO46675,1635,1
PO46676,30300,1
PO46677,150739.12,1
PO46678,295165.44,1
PO46679,119926,1
PO46680,10287.3,1
PO46682,9241.6,1
PO46683,66883.9,1
PO46684,11452.86,1
PO46685,275562.5,1
PO46686,73112.4,1
PO46687,86041.5,1
PO46688,24034,1
PO46689,7720,1
PO46690,64440,1
PO46691,14940.9,1
PO46695,17674,1
PO46696,114969.66,1
PO46697,383372.814,1
PO46698,149723.857,1
PO46700,3862.4,1
PO46701,1336.029,1
PO46702,3799.356,1
PO46703,13000,1
PO46704,4560,1
PO46705,35757.8,1
PO46706,2200,1
PO46710,0,1
PO46711,227,1
PO46726,66501,1
PO46730,1691468.79,1
PO46733,19152,1
PO46734,6831.595,1
PO46764,0,1
PO46768,0,1
PO46769,19715.573,1
PO46793,40327.308,1
PO46795,29494.76,1
PO46796,6473.4,1
PO46797,363136.07,1
PO46798,195955.2,1
PO46804,27922.8,1
PO46806,5289.848,1
PO46807,92.666,1
PO46819,70570.4,1
PO46829,8019,1
PO46830,816,1
PO46831,670,1
PO46832,8646,1
PO46843,36300,1
PO46853,96132.96,1
PO46854,155436.08,1
PO46855,686905.4,1
PO46856,18172.182,1
PO46857,4443.335,1
PO46858,1907.5,1
PO46862,1320.6,1
PO46863,0,1
PO46864,699.98,1
PO46865,3442.5,1
PO46871,460014.38,1
PO469,423381,1
PO46904,346.491,1
PO46910,20188.95,1
PO46921,0,1
PO46924,11400,1
PO47,34425.481,1
PO473,20655.087,1
PO474,869.053,1
PO475,117361.8,1
PO4754,325,1
PO4755,218620,1
PO4756,2800,1
PO4757,5896.92,1
PO4758,59028.03,1
PO4760,768.8,1
PO4761,36880,1
PO4762,21030,1
PO4773,43331.04,1
PO4774,51744,1
