As Of Date,Coordinator,Brand,Whse Internal ID,Warehouse,Seller Account,Amazon Store Name,Supplier,Status,PO #,Memo,Date Entered,ESTIMATED READY DATE,PO Line No.,ASIN,SKU,Assembly SKU,Description,Quantity,Cost in USD,Cost in PO Currency,Currency,Estimated Ready Date / ERD,Early Pickup date,Late Pickup Date,Earliest Delivery Date,LATEST DELIVERY DATE,Quantity Received,Quantity on Inbound Shipments,Supplier Shipping Country Code,Supplier Billing Country Code,Supplier Ship From Country Code (From PO),Closed,Custom Form,XPO Integration Status,Outbound Doc Sent to XPO Connect,Send to XPO Connect,ID,Destination Type,INCOTERM,ARN#,FBA Shipment ID#,3PL FCID#
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66869,Purchasing order March 2025,3/31/2025 22:57,,4,B00LV4WC8M,DMD-HOK-PlBdSht-KWte,,Platinum Bed Sheets King White,1376,5.89,5.89,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66869,Purchasing order March 2025,3/31/2025 22:57,,5,B00S8KBEA4,DMD-HOK-PlBdSht-QCrm,,Platmun Bed Sheets Queen Cream,324,5.18,5.18,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66869,Purchasing order March 2025,3/31/2025 22:57,,6,B00P6UVABC,DMD-HOK-PlwCse-KTpe,,Egyptian Quality Pillow Case Set King Taupe,200,1.23,1.23,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66869,Purchasing order March 2025,3/31/2025 22:57,,7,B09DGV4YGH,DMD-HOK-PrBdSht-FSpBlu,,6 Piece Premium Bed Sheets Full Spa Blue,204,5.45,5.45,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66869,Purchasing order March 2025,3/31/2025 22:57,,8,B00DUG2IBA,DMD-HOK-PlwCse-SWte,,Egyptian Quality Pillow Case Set Standard Wte,840,1.05,1.05,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,DMD,1221,Amazon US,DMD US,DMD_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66869,Purchasing order March 2025,3/31/2025 22:57,,9,B017TB5HXM,DMD-HOK-PlBdSht-KIblu,,Platinum Bed Sheets King Artic Ice Blue,200,5.89,5.89,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,1,B0D9WVTP9Z,BKY-HOK-MattPad-Full,,Beckham Hotel Collection Mattress Pad - Full,1080,15.01,15.01,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,2,B0D9WW2LSS,BKY-HOK-MattPad-Qn,,Beckham Hotel Collection Mattress Pad - Queen,1400,16.68,16.68,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,3,B0D9WW2LSS,BKY-HOK-MattPad-Qn,,Beckham Hotel Collection Mattress Pad - Queen,1888,16.68,16.68,USD,6/2/2025,6/3/2025,6/10/2025,6/11/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,4,B0D9WWJ3B3,BKY-HOK-MattPad-Kg,,Beckham Hotel Collection Mattress Pad - King,1600,19.98,19.98,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,5,B0D9WWJ3B3,BKY-HOK-MattPad-Kg,,Beckham Hotel Collection Mattress Pad - King,2574,19.98,19.98,USD,6/2/2025,6/3/2025,6/10/2025,6/11/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,6,B0D9WVL4XG,BKY-HOK-MattPad-CalKg,,Beckham Hotel Collection Mattress Pad - Cal King,722,20.54,20.54,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,7,B0D9WVKRC7,BKY-HOK-MattPad-Twin,,Beckham Hotel Collection Mattress Pad - Twin,632,12.02,12.02,USD,6/2/2025,6/3/2025,6/10/2025,6/11/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1234,Carrier to NA [Virtual],Becky Cameron US,Becky_Cameron_Home_US,"Wuxi JHT Homewares Co., LTD",Pending Receipt,PO66868,Purchasing order March 2025,3/31/2025 22:29,,8,B0D9WVV9K1,BKY-HOK-MattPad-TwinXL,,Beckham Hotel Collection Mattress Pad - Twin XL,500,12.3,12.3,USD,6/2/2025,6/3/2025,6/10/2025,6/11/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,W-CN-00005,,FOB,,,
4/17/2025 19:03,Elaine Guo,SafeRest,1234,Carrier to NA [Virtual],SafeRest US,,"Hangzhou Huayi Home textile Co.,Ltd",Pending Receipt,PO66867,Purchasing order March 2025,3/31/2025 22:07,,1,B0BGJWSTJ8,SRT-HOK-PLWPTC-2ST-WH-KG,,King size premium pillow protector - set of 2- White,500,3.81,3.81,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,5/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00049,,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66866,Purchasing order March 2025,3/31/2025 20:51,,1,B0D9WVPLVN,BKY-HOK-EuroThroPill-2pc,,Beckham Hotel Collection 26 x 26 Euro Throw Pillow 2PC,15000,8.08,8.08,USD,4/30/2025,5/1/2025,5/8/2025,5/9/2025,5/22/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66865,Purchasing order March 2025,3/31/2025 20:48,,1,B0D9WWKGDF,BKY-HOK-PilPrtct-Qn2pc,,Beckham Hotel Collection Pillow Protector - Queen 2PC,5040,2.89,2.89,USD,4/30/2025,5/1/2025,5/8/2025,5/9/2025,5/22/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2111,"Wepackit, Inc.",,,"Wepackit,Inc.",Pending Bill,PO66864,,3/31/2025 20:45,,1,,THS-HHS-OsCost-2pkFill,THS-HHS-2pkRefill,2pack and refill bundle labor,6192,1.22,1.22,USD,4/11/2025,,,,,6192,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,W-US-00011,3PL,EXW,,,
4/17/2025 19:03,Elaine Guo,Becky Cameron,1221,Amazon US,Becky Cameron US,Becky_Cameron_Home_US,"Hangzhou Jinhong Sanniao Down Products CO.,Ltd",Pending Receipt,PO66863,Purchasing order March 2025,3/31/2025 20:44,,1,B0DZDQSZV7,BKY-HOK-BdyPLw,,Beckham Hotel Collection Body Pillow,6000,7.7,7.7,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,5/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-00060,AMZ,FOB,,,
4/17/2025 19:03,Louisa Zhao,B-Six,1234,Carrier to NA [Virtual],B-Six US,B-Six US,"Jiaxing Deyong Textiles Co., Ltd",Pending Receipt,PO66862,,3/31/2025 20:31,,1,N/A,BSX-NTCL-V3-R,,"Nippies Tape Caramel 1 Roll, Round Box, Retail",1300,2.84,2.84,USD,5/30/2025,5/31/2025,6/7/2025,6/8/2025,7/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00041,,FOB,,,
4/17/2025 19:03,Louisa Zhao,B-Six,1234,Carrier to NA [Virtual],B-Six US,B-Six US,"Jiaxing Deyong Textiles Co., Ltd",Pending Receipt,PO66862,,3/31/2025 20:31,,2,N/A,BSX-NBLTCR,,Pre-Cut Breast Lift Tape Wholesale - Creme,7200,4,4,USD,5/30/2025,5/31/2025,6/7/2025,6/8/2025,7/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00041,,FOB,,,
4/17/2025 19:03,Louisa Zhao,B-Six,1234,Carrier to NA [Virtual],B-Six US,B-Six US,"Jiaxing Deyong Textiles Co., Ltd",Pending Receipt,PO66862,,3/31/2025 20:31,,3,N/A,BSX-CSJ-NBLTCL,,Pre-Cut Breast Lift Tape Wholesale - Caramel,15150,4,4,USD,5/30/2025,5/31/2025,6/7/2025,6/8/2025,7/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00041,,FOB,,,
4/17/2025 19:03,Louisa Zhao,B-Six,1234,Carrier to NA [Virtual],B-Six US,B-Six US,"Jiaxing Deyong Textiles Co., Ltd",Pending Receipt,PO66862,,3/31/2025 20:31,,4,N/A,BSX-CSJ-NBLTCO,,Pre-Cut Breast Lift Tape Wholesale - Coco,12150,4,4,USD,5/30/2025,5/31/2025,6/7/2025,6/8/2025,7/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00041,,FOB,,,
4/17/2025 19:03,Recardo Broadwater,The Hate Stains Co.,2110,"Sealpak Associates, Inc.",,,"Sealpak Associates, Inc.",Pending Bill,PO66861,,3/31/2025 16:07,,1,,THS-COMP-MC-OsCost-PKG,THS-HHB-MESYETRWP-5CT,SealPak Labor cost 5 pack,1050,0.58,0.58,USD,4/1/2025,,,,,1050,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,S-US-00046,3PL,EXW,,,
4/17/2025 19:03,Brian Sang,GearLight,1234,Carrier to NA [Virtual],GearLight US,GearLight_US,"Ningbo Brightenlux Electric Appliance Co.,Ltd",Pending Receipt,PO66860,mar 25 otb,3/31/2025 7:07,,1,B0DZCV1B85,GLT-TOH-RecharCLUsb-1pk,,"Premium Rechargeable Camping Lantern, with a 4400 mAh Battery, USB-C input, USB-A output, Single Pack",3000,5.5,5.5,USD,5/25/2025,5/26/2025,6/2/2025,6/3/2025,7/25/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,N-CN-00055,,FOB,,,
4/17/2025 19:03,Brian Sang,GearLight,1221,Amazon US,GearLight US,GearLight_US,"Ningbo Brightenlux Electric Appliance Co.,Ltd",Pending Receipt,PO66859,Mar 25 otb,3/31/2025 7:01,,1,B074BT4X5H,GLT-TOH-S1200Flshlgt,,S1200 High Powered LED Flashlight,5000,3.3,3.3,USD,4/20/2025,4/21/2025,4/28/2025,4/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,N-CN-00055,AMZ,FOB,,,
4/17/2025 19:03,Brian Sang,Slonik,1221,Amazon US,Slonik US,Slonik_US,"SOHOT Electrical Appliances Co., Ltd",Pending Receipt,PO66858,mar. 25 otb,3/31/2025 6:52,,1,B07Z3KZNSZ,SNK-TOH-LedHlmp-1000Blk,,Rechargeable LED Headlamp 1000 Lumens Black,4000,7.12,7.12,USD,5/5/2025,5/6/2025,5/13/2025,5/14/2025,7/5/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00078,AMZ,FOB,,,
4/17/2025 19:03,Brian Sang,RAK Pro Tools,1234,Carrier to NA [Virtual],RAK Pro Tools US,RAK_Pro_Tools_US,Shenzhen 91ballpen Stationery Co. Ltd,Pending Receipt,PO66857,mar 25 otb,3/31/2025 6:42,,1,B081M8F7N7,RKP-TOH-MutliPen-2pc,,Multi-Tool 2Pc Pen Set,10050,3.5,3.5,USD,6/4/2025,6/5/2025,6/12/2025,6/13/2025,8/4/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00134,,EXW,,,
4/17/2025 19:03,Brian Sang,Kizen,1221,Amazon US,Kizen US,Kizen_US,"iFac (Hangzhou) Intelligent Manufacturing Co., Ltd.",Pending Receipt,PO66856,mar. 25 otb,3/31/2025 6:35,,1,B073KYTWGB,KZN-KND-FdThrLCD-JBk,,Waterproof LCD Food Thermometer Jet Black,7200,2.78,2.78,USD,5/5/2025,5/6/2025,5/13/2025,5/14/2025,7/5/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,I-CN-00007,AMZ,EXW,,,
4/17/2025 19:03,Brian Sang,GearLight,1234,Carrier to NA [Virtual],GearLight US,GearLight_US,"SOHOT Electrical Appliances Co., Ltd",Pending Receipt,PO66855,mar. 25 otb,3/31/2025 5:54,,1,B0DBLB2TS5,GLT-TOH-S1000-Rechar2pk-1,,GearLight-S1000 Rechargeable Flashlight - 2 Pack - 2 Sec,4650,9.6,9.6,USD,5/5/2025,5/6/2025,5/13/2025,5/14/2025,7/5/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00078,,FOB,,,
4/17/2025 19:03,Brian Sang,GearLight,1234,Carrier to NA [Virtual],GearLight US,GearLight_US,"SOHOT Electrical Appliances Co., Ltd",Pending Receipt,PO66855,mar. 25 otb,3/31/2025 5:54,,2,B0B3S8KHW2,GLT-TOH-S1000-XTE-1pk,,GearLight - S1000 Mini Camping Flashlights - V2 - 1 pack,1400,1.99,1.99,USD,5/5/2025,5/6/2025,5/13/2025,5/14/2025,7/5/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00078,,FOB,,,
4/17/2025 19:03,Brian Sang,Evergreen Products,1221,Amazon US,Evergreen Product US,Evergreen_Product_US,Yiwu Miaosi General Merchandise Co,Pending Receipt,PO66854,,3/31/2025 5:45,,1,B019HVTUGM,EVG-PLG-MgcFlm-25pk,,Magical Flames 25 Pack,5632,2.5,2.5,USD,4/20/2025,4/21/2025,4/28/2025,4/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,Y-CN-00066,AMZ,EXW,,,
4/17/2025 19:03,Brian Sang,Evergreen Products,1221,Amazon US,Evergreen Product US,Evergreen_Product_US,Yiwu Miaosi General Merchandise Co,Pending Receipt,PO66854,,3/31/2025 5:45,,2,B01DO62KEA,EVG-PLG-MgcFlm-50pk,,Magical Flames 50 Pack,2860,5,5,USD,4/20/2025,4/21/2025,4/28/2025,4/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,Y-CN-00066,AMZ,EXW,,,
4/17/2025 19:03,Brian Sang,Evergreen Products,1221,Amazon US,Evergreen Product US,Evergreen_Product_US,Yiwu Miaosi General Merchandise Co,Pending Receipt,PO66854,,3/31/2025 5:45,,3,B0955CMRXD,EVG-PLG-MgcFlm-Jbo12pk,,Magical Flames Jumbo 12 Pack,2380,3.12,3.12,USD,4/20/2025,4/21/2025,4/28/2025,4/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,Y-CN-00066,AMZ,EXW,,,
4/17/2025 19:03,Brian Sang,LA Active,1221,Amazon US,LA Active US,LA_Active_US,"Foshan Nanhai Zhongde Knitting Socks Co.,Ltd.",Pending Receipt,PO66853,mar. 25 OTB,3/31/2025 5:33,,1,B07W6S5M1V,LAA-SAO-AthGs-6prGirl7yrs,,"Athletic Crew Grip Socks 6 Pairs Girls, 4-7 Years",100,2.88,2.88,USD,4/20/2025,4/21/2025,4/28/2025,4/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,F-CN-00020,AMZ,EXW,,,
4/17/2025 19:03,Brian Sang,LA Active,1221,Amazon US,LA Active US,LA_Active_US,"Foshan Nanhai Zhongde Knitting Socks Co.,Ltd.",Pending Receipt,PO66853,mar. 25 OTB,3/31/2025 5:33,,2,B07PDWT5Y9,LAA-SAO-BbyNs-6prClrS7yrs,,"Baby Non Slip 6 Pairs Color Splash, 4-7 Years",500,3,3,USD,4/20/2025,4/21/2025,4/28/2025,4/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,F-CN-00020,AMZ,EXW,,,
4/17/2025 19:03,Brian Sang,LA Active,1221,Amazon US,LA Active US,LA_Active_US,"Foshan Nanhai Zhongde Knitting Socks Co.,Ltd.",Pending Receipt,PO66853,mar. 25 OTB,3/31/2025 5:33,,3,B085FX65KP,LAA-SAO-BbyNs-6prWht8/10,,"Baby Non Slip 6 Pairs White, 8-10 Years",160,3.48,3.48,USD,4/20/2025,4/21/2025,4/28/2025,4/29/2025,6/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,F-CN-00020,AMZ,EXW,,,
4/17/2025 19:03,Brian Sang,Glow City,1234,Carrier to NA [Virtual],Glow City US,Glow_City_US,"Jiangyin Mingde Sports Goods Co.,Ltd",Pending Receipt,PO66852,mar. 25 otb,3/31/2025 5:24,,1,B0DYDMJJX1,GCY-SPO-TPUVllybll-5,,"LED Light Up TPU Volleyball with Air Pump, Size 5, Orange & White,",1008,7.33,7.33,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,7/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00039,,EXW,,,
4/17/2025 19:03,Brian Sang,Glow City,1234,Carrier to NA [Virtual],Glow City US,Glow_City_US,"Jiangyin Mingde Sports Goods Co.,Ltd",Pending Receipt,PO66851,mar. 25 otb,3/31/2025 5:09,,1,B0D5LNYZ3Y,GCY-SPO-SocBlPmp5,,Premium Soccer Ball with Air Pump - Size 5,1072,7.932,7.932,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,7/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,J-CN-00039,,EXW,,,
4/17/2025 19:03,Brian Sang,RAK Pro Tools,1234,Carrier to NA [Virtual],RAK Pro Tools US,RAK_Pro_Tools_US,"Dongtai Langsha Marine Equipment Co.,Ltd",Pending Receipt,PO66850,march .25 OTB,3/31/2025 4:59,,1,B01HRCU3SW,RKP-TOH-MagWrstbnd,,Magnetic Wristband,20100,2.88,2.88,USD,6/4/2025,6/5/2025,6/12/2025,6/13/2025,8/4/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,D-CN-00041,,EXW,,,
4/17/2025 19:03,Brian Sang,TrailBuddy,1234,Carrier to NA [Virtual],Trailbuddy US,Trailbuddy_US,"HANGZHOU INFINITY OUTDOOR PRODUCTS CO.,LTD",Pending Receipt,PO66849,Mar 25 OTB,3/31/2025 4:43,,1,B0F1CZ765N,TRB-SPO-FTrkPlAl-Blk,,"TrailBuddy Folding Trekking Poles, Pair of 2 Walking Sticks for Hiking, 7075 Aluminum with EVA Handle, Black",2394,11.55,11.55,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,7/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-000777,,FOB,,,
4/17/2025 19:03,Brian Sang,TrailBuddy,1234,Carrier to NA [Virtual],Trailbuddy US,Trailbuddy_US,"HANGZHOU INFINITY OUTDOOR PRODUCTS CO.,LTD",Pending Receipt,PO66849,Mar 25 OTB,3/31/2025 4:43,,2,B0F1D3GCGG,TRB-SPO-FTrkPlAl-Blu,,"TrailBuddy Folding Trekking Poles, Pair of 2 Walking Sticks for Hiking, 7075 Aluminum with EVA Handle, Blue",2394,11.55,11.55,USD,5/20/2025,5/21/2025,5/28/2025,5/29/2025,7/20/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,H-CN-000777,,FOB,,,
4/17/2025 19:03,Lei Shi,Ranger Ready,1236,Chempace,,,Chempace Corporation,Pending Receipt,PO66848,,3/30/2025 21:35,,1,Labor for Kitting less than 175u per hour,RR-Kitting_2,2PAK03-FBA,Labor for Kitting less than 175u per hour,1,1.27,1.27,USD,4/30/2025,,,,,0,,US,US,US,NO,Thrasio Outsourced Purchase Order,,,,C-US-00001,,FOB,,,
4/17/2025 19:03,Lei Shi,Green Bulldog Bags,1234,Carrier to NA [Virtual],Green Bulldog Bags US,Green_Bulldog_Bags_US,7 Easy Houseware Ltd,Pending Receipt,PO66847,,3/30/2025 21:22,,1,B0DGLJ7QPB,GBD-HOK-InsulReuseBag-2pkGrey,,"Green Bulldog-Insulated Reusable Grocery Bags (2-Pack), Grey",1810,2.85,2.85,USD,5/15/2025,5/16/2025,5/23/2025,5/24/2025,7/14/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,E-CN-00012,,FOB,,,
4/17/2025 19:03,Lei Shi,GLS Audio,1234,Carrier to NA [Virtual],GLS Audio US,GLS_Audio_Inc_US,Sunrise,Pending Receipt,PO66846,,3/30/2025 21:19,,1,B000RKAFIU,GLS-ETC-CabMic-Blk25ft10pk,,Cable Mic 25ft XLR M-XLR FM Black 10Pack,1000,43.05,43.05,USD,5/15/2025,5/16/2025,5/23/2025,5/24/2025,7/14/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00097,,FOB,,,
4/17/2025 19:03,Lei Shi,GLS Audio,1234,Carrier to NA [Virtual],GLS Audio US,GLS_Audio_Inc_US,Sunrise,Pending Receipt,PO66846,,3/30/2025 21:19,,2,B000RTPBWQ,GLS-ETC-CabMic-Blk300ft,,Cable Mic 300ft Black,446,30.76,30.76,USD,5/15/2025,5/16/2025,5/23/2025,5/24/2025,7/14/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00097,,FOB,,,
4/17/2025 19:03,Lei Shi,GLS Audio,,,GLS Audio US,GLS_Audio_Inc_US,Kirlin,Pending Receipt,PO66845,,3/30/2025 21:14,,1,B004Z2H07K,GLS-ETC-CabSpk-12g3ft1/4,,Cable Speaker 3ft 12AWG 1/4"-1/4" Black,600,2.92,2.92,USD,7/31/2025,8/1/2025,8/8/2025,8/9/2025,9/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,K-CN-00005,,FOB,,,
4/17/2025 19:03,Lei Shi,ChomChom Roller,1234,Carrier to NA [Virtual],ChomChom US,ChomChom_US,Nippon Seal,Pending Receipt,PO66844,,3/30/2025 21:03,,1,B00BAGTNAQ,CCR-PET-PtHrRmrRlr-1,,ChomChom Roller,126108,3.249,3.249,USD,5/30/2025,5/31/2025,6/7/2025,6/8/2025,7/29/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,N-CN-00071,,FOB,,,
4/17/2025 19:03,Lei Shi,ChomChom Roller,1234,Carrier to NA [Virtual],ChomChom US,ChomChom_US,"Suzhou Kudi Trade Co.,Ltd",Pending Receipt,PO66843,,3/30/2025 20:57,,1,B0DZZWDTQZ,CCR-PET-GroomVacuum,,ChomChom Pet Grooming Vacuum,3000,32.79,32.79,USD,5/15/2025,5/16/2025,5/23/2025,5/24/2025,7/14/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,S-CN-00061,,FOB,,,
4/17/2025 19:03,Lei Shi,Angry Orange,,,Angry Orange US,Green_Tree_Products,Nippon Seal,Pending Receipt,PO66842,,3/30/2025 20:52,,1,N/A,AOR-PET-RETAILCHCH,,Chom Chom Roller Angry Orange Version for Walmart,20160,4,4,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,7/9/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,N-CN-00071,3PL,FOB,,,
4/17/2025 19:03,Louisa Zhao,B-Six,,,B-Six US,B-Six US,"Dongguan Huixin Garment Accessories Co., Ltd.",Pending Receipt,PO66841,,3/30/2025 8:04,,1,B00285TYI4,BSX-BSCRHRB,,Nippies Basics Heart Creme Size B-1 Pair Satin 1 Pair Lace-Finished Good,800,1.75,1.75,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,D-CN-00040,,FOB,,,
4/17/2025 19:03,Louisa Zhao,B-Six,,,B-Six US,B-Six US,"Dongguan Huixin Garment Accessories Co., Ltd.",Pending Receipt,PO66841,,3/30/2025 8:04,,2,B0DHX5MJ7L,BSX-CSJ-XLCremeRtl,,Nippies Skin Adhesives size XL Creme for retail,2520,3.96,3.96,USD,5/10/2025,5/11/2025,5/18/2025,5/19/2025,6/30/2025,0,,CN,CN,CN,NO,Thrasio SC Purchase Order,,,No,D-CN-00040,,FOB,,,
